email_text,tone
"Please respond immediately, this cannot wait.",urgent
This needs to be completed as soon as possible.,urgent
Kindly take urgent action on this matter.,urgent
This needs to be completed as soon as possible.,urgent
This needs to be completed as soon as possible.,urgent
This needs to be completed as soon as possible.,urgent
This needs to be completed as soon as possible.,urgent
Kindly take urgent action on this matter.,urgent
"Please respond immediately, this cannot wait.",urgent
"Please respond immediately, this cannot wait.",urgent
This needs to be completed as soon as possible.,urgent
"Please respond immediately, this cannot wait.",urgent
"Please respond immediately, this cannot wait.",urgent
"Please respond immediately, this cannot wait.",urgent
Kindly take urgent action on this matter.,urgent
This needs to be completed as soon as possible.,urgent
Kindly take urgent action on this matter.,urgent
Kindly take urgent action on this matter.,urgent
Kindly take urgent action on this matter.,urgent
Kindly take urgent action on this matter.,urgent
"Please respond immediately, this cannot wait.",urgent
Kindly take urgent action on this matter.,urgent
Thank you so much for your hard work!,appreciative
I'm grateful for your continuous help.,appreciative
Your support means a lot to us.,appreciative
Your support means a lot to us.,appreciative
I'm grateful for your continuous help.,appreciative
Thank you so much for your hard work!,appreciative
Thank you so much for your hard work!,appreciative
Thank you so much for your hard work!,appreciative
Your support means a lot to us.,appreciative
I'm grateful for your continuous help.,appreciative
Your support means a lot to us.,appreciative
Thank you so much for your hard work!,appreciative
Thank you so much for your hard work!,appreciative
Thank you so much for your hard work!,appreciative
Your support means a lot to us.,appreciative
I'm grateful for your continuous help.,appreciative
I'm grateful for your continuous help.,appreciative
Thank you so much for your hard work!,appreciative
Thank you so much for your hard work!,appreciative
Your support means a lot to us.,appreciative
I'm grateful for your continuous help.,appreciative
I'm grateful for your continuous help.,appreciative
Thank you so much for your hard work!,appreciative
I'm grateful for your continuous help.,appreciative
Thank you so much for your hard work!,appreciative
I'm grateful for your continuous help.,appreciative
Thank you so much for your hard work!,appreciative
Thank you so much for your hard work!,appreciative
Thank you so much for your hard work!,appreciative
Thank you so much for your hard work!,appreciative
Your support means a lot to us.,appreciative
I'm grateful for your continuous help.,appreciative
Thank you so much for your hard work!,appreciative
I'm grateful for your continuous help.,appreciative
Your support means a lot to us.,appreciative
I'm grateful for your continuous help.,appreciative
Thank you so much for your hard work!,appreciative
Your support means a lot to us.,appreciative
Thank you so much for your hard work!,appreciative
Thank you so much for your hard work!,appreciative
I'm grateful for your continuous help.,appreciative
I'm grateful for your continuous help.,appreciative
I'm grateful for your continuous help.,appreciative
Your support means a lot to us.,appreciative
I'm grateful for your continuous help.,appreciative
Your support means a lot to us.,appreciative
I'm grateful for your continuous help.,appreciative
I'm grateful for your continuous help.,appreciative
Your support means a lot to us.,appreciative
Thank you so much for your hard work!,appreciative
Your support means a lot to us.,appreciative
Thank you so much for your hard work!,appreciative
Thank you so much for your hard work!,appreciative
Thank you so much for your hard work!,appreciative
Your support means a lot to us.,appreciative
Thank you so much for your hard work!,appreciative
I'm grateful for your continuous help.,appreciative
I'm grateful for your continuous help.,appreciative
I'm grateful for your continuous help.,appreciative
Your support means a lot to us.,appreciative
I'm grateful for your continuous help.,appreciative
Your support means a lot to us.,appreciative
Thank you so much for your hard work!,appreciative
Your support means a lot to us.,appreciative
Thank you so much for your hard work!,appreciative
Thank you so much for your hard work!,appreciative
I'm grateful for your continuous help.,appreciative
I'm grateful for your continuous help.,appreciative
I'm grateful for your continuous help.,appreciative
I'm grateful for your continuous help.,appreciative
Thank you so much for your hard work!,appreciative
Your support means a lot to us.,appreciative
Your support means a lot to us.,appreciative
Thank you so much for your hard work!,appreciative
I'm grateful for your continuous help.,appreciative
I'm grateful for your continuous help.,appreciative
I'm grateful for your continuous help.,appreciative
I'm grateful for your continuous help.,appreciative
Thank you so much for your hard work!,appreciative
I'm grateful for your continuous help.,appreciative
I'm grateful for your continuous help.,appreciative
I'm grateful for your continuous help.,appreciative
I'm grateful for your continuous help.,appreciative
I'm grateful for your continuous help.,appreciative
I'm grateful for your continuous help.,appreciative
Your support means a lot to us.,appreciative
I'm grateful for your continuous help.,appreciative
I'm grateful for your continuous help.,appreciative
Thank you so much for your hard work!,appreciative
Thank you so much for your hard work!,appreciative
Your support means a lot to us.,appreciative
I'm grateful for your continuous help.,appreciative
I'm grateful for your continuous help.,appreciative
Thank you so much for your hard work!,appreciative
Your support means a lot to us.,appreciative
I'm grateful for your continuous help.,appreciative
Your support means a lot to us.,appreciative
Thank you so much for your hard work!,appreciative
Thank you so much for your hard work!,appreciative
I'm grateful for your continuous help.,appreciative
