email_text,tone
thank you so much for your hard work!,appreciative
thank you so much for your hard work!,appreciative
your support means a lot to us.,appreciative
i'm grateful for your continuous help.,appreciative
your support means a lot to us.,appreciative
thank you so much for your hard work!,appreciative
thank you so much for your hard work!,appreciative
thank you so much for your hard work!,appreciative
your support means a lot to us.,appreciative
i'm grateful for your continuous help.,appreciative
i'm grateful for your continuous help.,appreciative
thank you so much for your hard work!,appreciative
thank you so much for your hard work!,appreciative
your support means a lot to us.,appreciative
i'm grateful for your continuous help.,appreciative
i'm grateful for your continuous help.,appreciative
thank you so much for your hard work!,appreciative
i'm grateful for your continuous help.,appreciative
thank you so much for your hard work!,appreciative
i'm grateful for your continuous help.,appreciative
thank you so much for your hard work!,appreciative
thank you so much for your hard work!,appreciative
thank you so much for your hard work!,appreciative
thank you so much for your hard work!,appreciative
your support means a lot to us.,appreciative
i'm grateful for your continuous help.,appreciative
thank you so much for your hard work!,appreciative
i'm grateful for your continuous help.,appreciative
your support means a lot to us.,appreciative
i'm grateful for your continuous help.,appreciative
thank you so much for your hard work!,appreciative
your support means a lot to us.,appreciative
thank you so much for your hard work!,appreciative
thank you so much for your hard work!,appreciative
i'm grateful for your continuous help.,appreciative
i'm grateful for your continuous help.,appreciative
i'm grateful for your continuous help.,appreciative
your support means a lot to us.,appreciative
i'm grateful for your continuous help.,appreciative
your support means a lot to us.,appreciative
i'm grateful for your continuous help.,appreciative
i'm grateful for your continuous help.,appreciative
your support means a lot to us.,appreciative
thank you so much for your hard work!,appreciative
your support means a lot to us.,appreciative
thank you so much for your hard work!,appreciative
thank you so much for your hard work!,appreciative
thank you so much for your hard work!,appreciative
your support means a lot to us.,appreciative
thank you so much for your hard work!,appreciative
i'm grateful for your continuous help.,appreciative
i'm grateful for your continuous help.,appreciative
i'm grateful for your continuous help.,appreciative
your support means a lot to us.,appreciative
i'm grateful for your continuous help.,appreciative
your support means a lot to us.,appreciative
thank you so much for your hard work!,appreciative
your support means a lot to us.,appreciative
thank you so much for your hard work!,appreciative
thank you so much for your hard work!,appreciative
i'm grateful for your continuous help.,appreciative
i'm grateful for your continuous help.,appreciative
i'm grateful for your continuous help.,appreciative
i'm grateful for your continuous help.,appreciative
thank you so much for your hard work!,appreciative
your support means a lot to us.,appreciative
your support means a lot to us.,appreciative
thank you so much for your hard work!,appreciative
i'm grateful for your continuous help.,appreciative
i'm grateful for your continuous help.,appreciative
i'm grateful for your continuous help.,appreciative
i'm grateful for your continuous help.,appreciative
thank you so much for your hard work!,appreciative
i'm grateful for your continuous help.,appreciative
i'm grateful for your continuous help.,appreciative
i'm grateful for your continuous help.,appreciative
i'm grateful for your continuous help.,appreciative
i'm grateful for your continuous help.,appreciative
i'm grateful for your continuous help.,appreciative
your support means a lot to us.,appreciative
i'm grateful for your continuous help.,appreciative
i'm grateful for your continuous help.,appreciative
thank you so much for your hard work!,appreciative
thank you so much for your hard work!,appreciative
your support means a lot to us.,appreciative
i'm grateful for your continuous help.,appreciative
i'm grateful for your continuous help.,appreciative
thank you so much for your hard work!,appreciative
your support means a lot to us.,appreciative
i'm grateful for your continuous help.,appreciative
your support means a lot to us.,appreciative
thank you so much for your hard work!,appreciative
thank you so much for your hard work!,appreciative
i'm grateful for your continuous help.,appreciative
